Title,Authors,Periodical-Title,Pub-Year,PMID
"Trends in weighted vital signs and the clinical course of 44,531 acutely ill medical patients while in hospital","Kellett, J.; Murray, A.; Woodworth, S.; Huang, W.",Acute Medicine,2015,
Two birds with one stone,"Lee, Hoyun; Knockleby, James",Cell Cycle,2015,
"""Läkarutbildning i glesbygd–ett radikalt koncept från Kanada.""","Agreus, Lars; Strasser, Roger",Lakartidningen,2014,
"A systematic review of the prognosis after mild traumatic brain injury in adults: Cognitive, psychiatric and mortality outcomes. Results of the International Collaboration on MTBI Prognosis (ICoMP)","Carroll, Linda; Cassidy, J. D.; Cancelliere, Carol; Cote, Pierre; Hincapie, Cesar; Kristman, Vicki; Holm, Lena; Borg, Jorgen; Nygren-de Boussard, Catharina; Hartvigsen, Jan",Brain Injury,2014,
A systematic review of the risk of dementia and chronic cognitive impairment after mild traumatic brain injury. Results of the International Collaboration on MTBI Prognosis (ICoMP),"Godbolt, Alison; Cancelliere, Carol; Hincapie, Cesar; Marras, Connie; Boyle, Eleanor; Kristman, Vicki; Coronado, Victor; Cassidy, J. D.",Brain Injury,2014,
Acute myocarditis triggering coronary spasm and mimicking acute myocardial infarction,"Kumar, Andreas; Bagur, Rodrigo; Beliveau, Patrick; Potvin, Jean-Michel; Levesque, Pierre; Fillion, Nancy; Tremblay, Benoit; Larose, Eric; Gaudreault, Valerie",World Journal Of Cardiology,2014,
ANTHROPOMETRICS AND CO-MORBIDITIES DATAOF PATIENTS REFERRED FOR BARIATRIC SURGERY IN ONTARIO,"Mackinnon, B.; Varghese, B.; Varghese, A.; Loney, K.; Anvari, M.",Obesity Surgery,2014,
Arginine Metabolism in Asthma,"Scott, Jeremy A.; Grasemann, Hartmut",Immunology And Allergy Clinics Of North America,2014,
Association of KIBRA rs17070145 polymorphism with episodic memory in the early stages of a human neurodevelopmental disorder,"Vyas, Nora S.; Ahn, Kwangmi; Stahl, Daniel R.; Caviston, Paul; Simic, Mima; Netherwood, Siobhan; Puri, Basant K.; Lee, Yohan; Aitchison, Katherine J.",Psychiatry Research,2014,
Associations between bacterial communities of house dust and infant gut,"Konya, T.; Koster, B.; Maughan, H.; Escobar, M.; Azad, M. B.; Guttman, D. S.; Sears, M. R.; Becker, A. B.; Brook, J. R.; Takaro, T. K.; Kozyrskyj, A. L.; Scott, J. A.",Environmental Research,2014,
Asymmetric Dimethylarginine in Chronic Obstructive Pulmonary Disease (ADMA in COPD),"Scott, Jeremy A.; Duongh, MyLinh; Young, Aaron W.; Subbarao, Padmaja; Gauvreau, Gail M.; Grasemann, Hartmut",International Journal Of Molecular Sciences,2014,
Barriers And Facilitators Of Thromboprophylaxis For Medical-Surgical Icu Patients: A Multicenter Survey,"Zytaruk, N.; Duffett, M.; Lauzier, F.; Ye, C.; Dodek, P. M.; Paunovic, B.; Fowler, R.; Kho, M. E.; Foster, D.; Stelfox, T.; Sinuff, T.; Clarke, F.; Wood, G.; Cox, M.; Kutsiogiannis, J.; Jacka, M.; Roussos, M.; Kumar, H.; Guyatt, G.; Cook, D. J.; CONECCKT-T Investigators; Canadian Critical Care, Trials Grp",American Journal Of Respiratory And Critical Care Medicine,2014,
Canadian Institutes of Health Research Institute of Aging: Profile Exploring the Many Facets of Research in Late-Life Issues,"Joanette, Yves; Gutman, Gloria; McElhaney, Janet; Upshur, Ross; Muscedere, John",Canadian Journal On Aging - Revue Canadienne Du Vieillissement,2014,
Combinations of vascular endothelial growth factor pathway inhibitors with metronomic chemotherapy: Rational and current status,"Digklia, Antonia; Voutsadakis, Ioannis A.",World Journal Of Experimental Medicine,2014,
Community-based first aid: a program report on the intersection of community-based participatory research and first aid education in a remote Canadian Aboriginal community,"VanderBurgh, D.; Jamieson, R.; Beardy, J.; Ritchie, S. D.; Orkin, A.",Rural And Remote Health,2014,
Community-based Medical Education: Is Success a Result of Meaningful Personal Learning Experiences?,"Kelly, Len; Walters, Lucie; Rosenthal, David",Education For Health,2014,
Contact endoscopy as a novel technique in the detection and diagnosis of oral cavity and oropharyngeal mucosal lesions in the head and neck,"Dowthwaite, S.; Szeto, C.; Wehrli, B.; Daley, T.; Whelan, F.; Franklin, J.; Nichols, A.; Yoo, J.; Fung, K.",Journal of Laryngology and Otology,2014,
Contribution of significant life events to HRQOL assessment in a haemophilia sample,"St-Louis, Jean; Klaassen, Robert; Young, Nancy L.; Urajnik, Diana; Cloutier, Stephanie; Ritchie, Bruce; Warner, Margaret; Menard, Francine; Rivard, Georges E.; Blanchette, Victor",Quality Of Life Research,2014,
Coronary Angiography of Older Donor Hearts During Evaluation for Transplantation,"Davis, M.; Fine, N. M.; Roussos, M.; Khan, R.; Malas, T.; Hunt, S. A.",Journal Of Heart And Lung Transplantation,2014,
Correlation Between Hyperpolarized 3he Mr Measurements Of Ventilation Defect Percentage And Body Mass Index,"Alharbi, S.; Couch, M. J.; Li, T.; Fox, M. S.; Biman, B.; Albert, M. S.",American Journal Of Respiratory And Critical Care Medicine,2014,
DIFFERENCES IN EVALUATING HEALTH TECHNOLOGY ASSESSMENT KNOWLEDGE TRANSLATION BY RESEARCHERS AND POLICY MAKERS IN CHINA,"Liu, Wenbin; Shi, Lizheng; Pong, Raymond W.; Dong, Hengjin; Mao, Yiwei; Tang, Meng; Chen, Yingyao",International Journal Of Technology Assessment In Health Care,2014,
First-principle modelling of the ferroelectric switching in BaTiO3: concurrent switching versus domain wall motion,"Ahmed, S. J.; Pichardo, S.; Curiel, L.; Rubel, O.",Modelling And Simulation In Materials Science And Engineering,2014,
"Food for thought: understanding the value, variety and usage of management algorithms for major depressive disorder","Katzman, Martin A.; Anand, Leena; Furtado, Melissa; Chokka, Pratap",Psychiatry Research,2014,
Frequent behavioural challenges in children with fetal alcohol spectrum disorder: a needs-based assessment reported by caregivers and clinicians,"Green, Courtney R.; Roane, Jessica; Hewitt, Amy; Muhajarine, Nazeem; Mushquash, Christopher; Sourander, Andre; Lingley-Pottie, Patricia; McGrath, Patrick; Reynolds, James N.",Journal Of Population Therapeutics And Clinical Pharmacology = Journal De La Therapeutique Des Populations Et De La Pharmacologie Clinique,2014,
Heterogeneity in the dietary regimes of West Indian enslaved labourers as reconstructed from stable isotopes,"Varney, Tamara L.; Sparkes, Hillary; Murphy, A. R.; Courtaud, Patrice; Romon, Thomas; Watters, David R.",American Journal Of Physical Anthropology,2014,
Hospital admission for community-acquired pneumonia in a First Nations population,"Poling, Justin; Kelly, Len; Chan, Christina; Fisman, David; Ulanova, Marina",Canadian Journal Of Rural Medicine,2014,
Hypofractionated Radiation Therapy for Ductal Carcinoma in Situ of the Breast,"Lalani, N.; Paszat, L.; Nofech-Mozes, R.; Narod, S.; Hanna, W.; Thiruchelvam, D.; Tuck, A.; Sengupta, S.; Elavathil, L.; Jani, P.; Done, S.; Miller, N.; Youngson, B.; Bonin, M.; Rakovitch, E.","International Journal Of Radiation Oncology, Biology, Physics",2014,
Introducing a Critical Analysis of the Figured World of Occupation,"Kiepek, Niki; Phelan, Shanon; Magalhaes, Lilian",Journal Of Occupational Science,2014,
"Investigating the Financial Performance of Universities of Medical Science and Health Services in Iran, Using Data Envelopment Analysis","Nasiripour, Amir Ashkan; Toloie-Ashlaghy, Abbas; Tabibi, Seyed Jamaleddin; Maleki, Mohammad Reza; Gorji, Hassan Abolghasem",Iranian Journal Of Public Health,2014,
Is B-mode ultrasound alone a sufficient screening tool for carotid stenosis? A pilot study,"Bhandari, Tina; Socransky, Steven J.",Critical Ultrasound Journal,2014,
LAPCs contribute to the pathogenesis of allergen-induced allergic airway inflammation in mice,"Hawkshaw, C.; Scott, J. A.; Chow, C. -W; Fish, E. N.",Allergy,2014,
Lead in colonial Antigua revealed by cortical bone trace element spatial patterns,"Swanston, Treena M.; Varney, Tamara; Coulthard, Ian; Murphy, Reg; Cooper, David M. L.",American Journal Of Physical Anthropology,2014,
Marble game with optimal ferroelectric switching,"Cole, J.; Ahmed, S. J.; Curiel, L.; Pichardo, S.; Rubel, O.",Journal Of Physics - Condensed Matter,2014,
Mechanism of fibroblast inflammatory responses to Pseudomonas aeruginosa elastase,"Azghani, Ali O.; Neal, Kourtney; Idell, Steven; Amaro, Rodolfo; Baker, Jason W.; Omri, Abdelwahab; Pendurthi, Usha R.",Microbiology,2014,
Mindfulness Meditation Surprisingly Ineffective in Treating High Blood Pressure,"Blom, K.; Baker, B.; How, M.; Dai, M.; Irvine, J.; Abbey, S.; Abramson, B. L.; Myers, M. G.; Kiss, A.; Perkins, N. J.; Tobe, S. W.",Forschende Komplementarmedizin,2014,
Neurological Structure Variations in Individuals with Autism Spectrum Disorder: a Review,"Sivapalan, Sudhakar; Aitchison, Katherine J.",Klinik Psikofarmakoloji Bulteni - Bulletin Of Clinical Psychopharmacology,2014,
North American Ginseng Extracts Reduce Pseudomonas AerugINOSa Biofilm Formation,"Kachur, K.; Suntres, Z.",American Journal Of Respiratory And Critical Care Medicine,2014,
Olanzapine-induced methylation alters cadherin gene families and associated pathways implicated in psychosis,"Melka, M. G.; Castellani, C. A.; Rajakumar, N.; O'Reilly, R.; Singh, S. M.",BMC Neuroscience,2014,
Perceived organizational support and job involvement in the Iranian health care system: A case study of emergency room nurses in general hospitals,"Gorji, Hassan Abolghasem; Etemadi, Manal; Hoseini, Fatemeh",Journal Of Education And Health Promotion,2014,
Pharmacological approaches to manage persistent symptoms of major depressive disorder: rationale and therapeutic strategies,"Epstein, Irvin; Szpindel, Isaac; Katzman, Martin A.",Psychiatry Research,2014,
Physical and psychological determinants of injury in Ontario forest firefighters,"Gordon, H.; Larivière, M.",Occupational Medicine,2014,
Rates of HER2 Positivity at the Gastroesophageal Junction vs Distal Stomach: Are the Differences Solely Due to Histology?,"Grin, A.; Hsieh, E.; Hanna, W.; Henry, P.; Hafezi-Bahktiari, S.; El-Zimaity, H.; Howlett, C.; Parfitt, J.; Marginean, E. C.; Ngae, M. Y.; Ramsay, J.; Aziz, T.; Streutker, C. J.",Modern Pathology,2014,
Recruitment and retention of healthy and high-risk older adults for a multiyear influenza vaccination study,"Dill, Joshua; Unson, Christine; Kenyon-Pesce, Lisa; Kuchel, George A.; McElhaney, Janet",Connecticut Medicine,2014,
Stereotactic Body Radiation Therapy for Peripheral Lung Lesion: Treatment Planning and Quality Assurance,"Wan, Shuying; Oliver, Michael; Wang, Xiaofang",Medical Physics,2014,
Systematic review of return to work after mild traumatic brain injury: results of the International Collaboration on Mild Traumatic Brain Injury Prognosis,"Cancelliere, Carol; Kristman, Vicki L.; Cassidy, J. D.; Hincapie, Cesar A.; Cote, Pierre; Boyle, Eleanor; Carroll, Linda J.; Stalnacke, Britt-Marie; Nygren-de Boussard, Catharina; Borg, Jorgen",Archives Of Physical Medicine And Rehabilitation,2014,
That chair work thing was great: a pilot study of group-based emotion-focused therapy for anxiety and depression,"Robinson, A. L.; McCague, E. A.; Whissell, C.",Person - Centered And Experiential Psychotherapies,2014,
The combined effects of physicochemical properties of size-fractionated ambient particulate matter on in vitro toxicity in human A549 lung epithelial cells,"Akhtar, Umme S.; Rastogi, Neeraj; McWhinney, Robert D.; Urch, Bruce; Chow, Chung-Wai; Evans, Greg J.; Scott, Jeremy A.",Toxicology Reports,2014,
The Effect of Age on DNA Concentration from Whole Saliva: Implications for the Standard Isolation Method,"Gasso, Patricia; Pagerols, Mireia; Flamarique, Itziar; Castro-Fornieles, Josefina; Rodriguez, Natalia; Mas, Sergi; Curran, Sarah; Aitchison, Katherine; Santosh, Paramala; Lafuente, Amalia; Consortium, Stop",American Journal Of Human Biology,2014,
The effects of key pro-inflammatory cytokines on influenza vaccine induced memory CD8+T cell homeostasis,"Zhou, Xin; Wang, Chongkai; Swain, Susan; Haynes, Laura; Kuchel, George; McElhaney, Janet",Journal Of Immunology,2014,
The effects of olanzapine on genome-wide DNA methylation in the hippocampus and cerebellum,"Melka, M. G.; Laufer, B. I.; McDonald, P.; Castellani, C. A.; Rajakumar, N.; O'Reilly, R.; Singh, S. M.",Clinical Epigenetics,2014,
The evolving nature of narcotic use in northwestern Ontario,"Balfour-Boehm, J.; Rea, S.; Gordon, J.; Dooley, J.; Kelly, L.; Robinson, A.",Canadian Journal Of Rural Medicine,2014,
Therapeutic Potential and Mechanisms of Action of Mesenchymal Stromal Cells for Acute Respiratory Distress Syndrome,"Curley, Gerard F.; Scott, Jeremy A.; Laffey, John G.",Current Stem Cell Research & Therapy,2014,
"To be or not to be? Is parental consent necessary for informed consent from minors, especially in Canada's northern Aboriginal context?","Cheng, Chiachen; Nadin, Shevaun; Katt, Mae; Dewa, Carolyn S.; Minore, Bruce",Early Intervention In Psychiatry,2014,
When the Golden Years Are Blue: Changes in Depressive Symptoms Over Time Among Older Adults Newly Admitted to Long-Term Care Facilities,"Neufeld, Eva; Freeman, Shannon; Joling, Karlijn; Hirdes, John P.",Clinical Gerontologist,2014,
β-Adrenergic Receptor Blockers in Hypertension,"Tobe, Sheldon W.",Canadian Journal Of Cardiology,2014,
Are antidepressants effective in the treatment of postpartum depression? A systematic review,"Sharma, Verinder; Sommerdyk, Christina",The Primary Care Companion For CNS Disorders,2013,
Case of the Month #180: Atypical Thalamic and Mesencephalic Neurocytoma-A Rare Neoplasm in Children,"Shuster, Anatoly; Midia, Mehran",Canadian Association Of Radiologists Journal - Journal De L Association Canadienne Des Radiologistes,2013,
Changes in Hypertension Treatment in the Yaroslavl Region of Russia: Improvements Observed Between 2 Cross-Sectional Surveys,"Mozheyko, Maria; Eregin, Sergey; Vigdorchik, Alexey; Tobe, Sheldon; Campbell, Norman; Riahi, Farhad; Hughes, David",Journal Of Clinical Hypertension,2013,
Changing the call: rethinking attrition and retention in the ice hockey officiating ranks,"Forbes, Susan L.; Livingston, Lori A.",Sport In Society,2013,
Clinical profile of children requiring early unplanned admission to the PICU,"Krmpotic, Kristina; Lobos, Anna-Theresa",Hospital Pediatrics,2013,
Cochrane re-arranged: Support for policies to vaccinate elderly people against influenza,"Beyer, Walter E. P.; McElhaney, Janet; Smith, Derek J.; Monto, Arnold S.; Nguyen-Van-Tam, Jonathan S.; Osterhaus, Albert D. M. E.",Vaccine,2013,
COMMUNITY RESILIENCY: EMERGING THEORETICAL INSIGHTS,"Kulig, Judith C.; Edge, Dana S.; Townshend, Ivan; Lightfoot, Nancy; Reimer, William",Journal Of Community Psychology,2013,
Delivery of immunogens to mucosal immune system using an oral inactivated cholera vaccine A new approach for development of oral vaccines,"Azizi, Ali; Ghunaim, Haitham; Sirskyj, Danylo; Fallahi, Firouzeh; Hoang, Thanh Le; Kumar, Ashok",Human Vaccines & Immunotherapeutics,2013,
Determination of consensus among professionals for community safety terms through a Delphi study,"Warren, Jeremy J.; Hogard, Elaine; Ellis, Roger",Crime Prevention & Community Safety,2013,
"DNA Hypomethylation, Ambient Particulate Matter, and Increased Blood Pressure: Findings From Controlled Human Exposure Experiments","Bellavia, Andrea; Urch, Bruce; Speck, Mary; Brook, Robert D.; Scott, Jeremy A.; Albetti, Benedetta; Behbod, Behrooz; North, Michelle; Valeri, Linda; Bertazzi, Pier Alberto; Silverman, Frances; Gold, Diane; Baccarelli, Andrea A.",Journal Of The American Heart Association,2013,
Dying with Grace: An IPE Experience using High Fidelity Simulation,"Jones, Kristen; Kortes-Miller, Katherine",Journal Of Interprofessional Care,2013,
"Early Warning Scores Generated in Developed Healthcare Settings Are Not Sufficient at Predicting Early Mortality in Blantyre, Malawi: A Prospective Cohort Study","Wheeler, India; Price, Charlotte; Sitch, Alice; Banda, Peter; Kellett, John; Nyirenda, Mulinda; Rylance, Jamie",PLOS One,2013,
Efficacy of Acupuncture Treatment of Sexual Dysfunction Secondary to Antidepressants,"Khamba, Baljit; Aucoin, Monique; Lytle, Millie; Vermani, Monica; Maldonado, Anabel; Iorio, Christina; Cameron, Catherine; Tsirgielis, Dina; D'Ambrosio, Christina; Anand, Leena; Katzman, Martin A.",Journal Of Alternative And Complementary Medicine,2013,
Examining Ontario's Stroke Report Card Indicator Relationships to Understand the Impact of Best Practice Implementation and Inform System Planning,"Linkewich, E.; Khan, F.; Hall, R.",Stroke,2013,
Hydrogen Sulfide Protects Against Cellular Senescence via S-Sulfhydration of Keap1 and Activation of Nrf2,"Yang, Guangdong; Zhao, Kexin; Ju, Youngjun; Mani, Sarathi; Cao, Qiuhui; Puukila, Stephanie; Khaper, Neelam; Wu, Lingyun; Wang, Rui",Antioxidants & Redox Signaling,2013,
'I Know I Can Help You': Parental Self-efficacy Predicts Adolescent Outcomes in Family-based Therapy for Eating Disorders,"Robinson, A. L.; Strahan, E.; Girz, L.; Wilson, A.; Boachie, A.",European Eating Disorders Review,2013,
